Marital_status,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
Lajang,Siang,150.0,137.8,Ya,Tidak,Ya,Laki-Laki,Ya,19,5,6,5,13.2,5,6,5,12.666666666666666,Graduate
Lajang,Siang,134.0,128.4,Ya,Tidak,Tidak,Laki-Laki,Tidak,19,5,5,0,0.0,4,4,0,0.0,Droupout
Lajang,Siang,120.0,106.0,Ya,Tidak,Tidak,Laki-Laki,Tidak,28,5,7,3,11.666666666666666,5,8,2,11.5,Droupout
Lajang,Siang,141.0,130.2,Tidak,Tidak,Ya,Laki-Laki,Tidak,24,15,16,15,13.466666666666669,14,14,14,13.642857142857142,Graduate
Lajang,Siang,133.0,126.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,5,7,3,13.666666666666666,5,5,5,13.2,Graduate
Lajang,Siang,149.0,141.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,5,9,2,11.666666666666666,5,9,2,12.5,Enrolled
Lajang,Siang,121.0,113.0,Ya,Tidak,Ya,Laki-Laki,Ya,18,6,7,6,11.666666666666666,6,12,5,10.2,Graduate
Lajang,Siang,120.0,120.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,21,6,9,5,13.4,6,9,5,12.4,Graduate
Menikah,Malam,148.0,130.9,Tidak,Tidak,Tidak,Laki-Laki,Tidak,28,5,5,0,0.0,5,6,0,0.0,Droupout
Lajang,Siang,133.1,120.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,58,6,9,0,0.0,6,6,0,0.0,Droupout
Menikah,Malam,135.0,134.1,Ya,Tidak,Tidak,Laki-Laki,Tidak,49,5,5,0,0.0,5,5,0,0.0,Droupout
Lajang,Siang,150.0,120.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,24,5,6,3,10.666666666666666,5,9,2,10.5,Enrolled
Lajang,Siang,130.0,114.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,25,5,5,4,13.75,5,5,4,14.75,Graduate
Bercerai,Siang,133.1,123.0,Ya,Tidak,Ya,Laki-Laki,Tidak,33,5,5,1,10.0,5,5,0,0.0,Droupout
Menikah,Siang,133.1,118.0,Tidak,Tidak,Tidak,Laki-Laki,Tidak,33,5,11,0,0.0,5,5,0,0.0,Droupout
Menikah,Siang,110.0,100.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,40,2,4,1,16.0,4,5,4,15.5,Graduate
Menikah,Malam,170.0,151.1,Tidak,Tidak,Ya,Laki-Laki,Tidak,48,5,9,5,12.285714285714286,5,8,5,11.125,Graduate
Lajang,Siang,120.0,116.9,Ya,Ya,Tidak,Laki-Laki,Tidak,18,5,10,3,12.0,5,8,3,10.333333333333334,Enrolled
Lajang,Siang,133.1,106.0,Ya,Tidak,Ya,Laki-Laki,Tidak,24,7,7,6,12.666666666666666,7,7,6,12.666666666666666,Graduate
Menikah,Siang,139.0,127.1,Tidak,Tidak,Ya,Laki-Laki,Ya,23,5,6,5,11.8,5,7,4,13.25,Graduate
Lajang,Malam,133.1,155.5,Ya,Ya,Tidak,Laki-Laki,Tidak,39,5,6,5,10.6,5,7,5,14.666666666666666,Droupout
Lajang,Siang,133.1,101.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,21,11,16,9,11.9,9,14,8,12.25,Graduate
Lajang,Siang,120.0,128.2,Ya,Tidak,Ya,Laki-Laki,Tidak,34,6,8,4,11.25,5,8,2,10.5,Droupout
Menikah,Malam,100.0,113.0,Tidak,Tidak,Ya,Laki-Laki,Ya,41,5,9,4,11.0,5,6,5,11.4,Enrolled
Lajang,Siang,134.0,122.8,Tidak,Tidak,Ya,Laki-Laki,Tidak,18,6,6,6,12.0,6,6,6,12.5,Graduate
Menikah,Malam,130.0,145.6,Tidak,Tidak,Ya,Laki-Laki,Tidak,34,5,10,4,11.75,5,10,4,10.833333333333334,Enrolled
Lajang,Siang,128.0,116.5,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,5,8,2,10.0,5,8,1,16.0,Droupout
Lajang,Siang,154.0,142.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,19,8,8,7,13.714285714285714,8,8,7,13.714285714285714,Graduate
Lajang,Siang,150.0,150.0,Tidak,Tidak,Ya,Laki-Laki,Tidak,28,6,14,6,14.875,6,12,6,15.8,Graduate
Lajang,Siang,134.0,133.3,Ya,Tidak,Ya,Laki-Laki,Tidak,18,6,7,5,10.8,6,6,0,0.0,Droupout
Lajang,Siang,127.0,115.8,Ya,Tidak,Ya,Laki-Laki,Tidak,19,6,11,3,12.0,6,12,2,10.0,Droupout
Lajang,Siang,133.1,100.0,Ya,Ya,Tidak,Laki-Laki,Tidak,19,6,10,5,12.5,6,19,2,13.5,Droupout
Lajang,Siang,130.0,128.6,Ya,Tidak,Ya,Perempuan,Tidak,18,7,7,7,14.728571428571428,8,11,8,16.327272727272728,Graduate
Lajang,Siang,135.0,137.1,Ya,Tidak,Ya,Perempuan,Tidak,18,6,8,6,12.0,6,8,5,14.8,Graduate
Lajang,Siang,143.0,149.0,Ya,Tidak,Ya,Perempuan,Tidak,18,6,8,6,11.428571428571429,6,7,6,11.0,Droupout
Lajang,Siang,150.0,147.0,Ya,Tidak,Ya,Perempuan,Tidak,19,6,6,6,14.166666666666666,6,6,6,13.5,Graduate
Menikah,Siang,150.0,150.0,Tidak,Tidak,Ya,Perempuan,Tidak,31,6,12,5,12.5,6,10,5,14.6,Graduate
Lajang,Malam,130.0,103.5,Tidak,Tidak,Ya,Perempuan,Ya,33,6,6,6,14.166666666666666,6,6,6,14.333333333333334,Graduate
Lajang,Siang,113.0,107.8,Ya,Tidak,Ya,Perempuan,Ya,20,7,10,5,14.46,7,8,6,13.55,Enrolled
Lajang,Siang,130.0,130.0,Ya,Tidak,Ya,Perempuan,Tidak,22,6,12,5,12.8,6,19,2,11.5,Enrolled
Lajang,Siang,115.0,109.4,Ya,Tidak,Ya,Perempuan,Tidak,19,6,8,6,12.666666666666666,6,8,5,13.4,Graduate
Lajang,Siang,146.0,143.6,Ya,Tidak,Ya,Perempuan,Tidak,18,6,6,6,12.5,6,6,6,13.0,Droupout
Lajang,Siang,132.0,124.3,Tidak,Tidak,Ya,Perempuan,Tidak,18,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,116.0,119.5,Ya,Tidak,Tidak,Perempuan,Tidak,18,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,163.0,175.6,Ya,Tidak,Ya,Perempuan,Tidak,18,0,0,0,0.0,0,0,0,0.0,Graduate
Lajang,Siang,122.0,116.1,Ya,Tidak,Ya,Perempuan,Ya,19,5,8,5,11.2,5,5,3,11.0,Graduate
Lajang,Siang,136.0,126.6,Ya,Tidak,Ya,Perempuan,Tidak,18,6,6,6,16.5,6,7,6,17.428571428571427,Droupout
Lajang,Siang,142.0,130.8,Ya,Tidak,Ya,Perempuan,Tidak,18,5,9,3,13.666666666666666,5,5,5,12.0,Graduate
Lajang,Siang,139.0,133.5,Ya,Tidak,Ya,Perempuan,Ya,18,8,8,7,15.228571428571428,8,8,7,15.228571428571428,Graduate
Lajang,Siang,140.0,136.9,Ya,Tidak,Ya,Perempuan,Tidak,21,9,10,9,12.77777777777778,9,9,9,13.22222222222222,Graduate
Lajang,Siang,165.0,142.3,Tidak,Tidak,Ya,Perempuan,Ya,18,8,8,7,14.428571428571429,8,8,7,14.428571428571429,Graduate
Lajang,Siang,122.0,114.3,Ya,Tidak,Ya,Perempuan,Tidak,18,6,8,6,13.875,6,7,6,13.714285714285714,Graduate
Lajang,Siang,135.0,122.9,Ya,Tidak,Ya,Perempuan,Tidak,18,7,10,7,13.128,8,13,6,13.193333333333332,Graduate
Lajang,Siang,128.0,117.2,Ya,Tidak,Ya,Perempuan,Tidak,20,7,9,6,11.605,8,10,7,12.4125,Graduate
Lajang,Siang,139.0,152.0,Tidak,Tidak,Ya,Perempuan,Ya,18,5,5,5,14.6,5,8,5,12.0,Graduate
Lajang,Siang,125.0,122.2,Ya,Tidak,Ya,Perempuan,Tidak,18,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,102.0,101.7,Ya,Tidak,Ya,Perempuan,Ya,20,5,6,5,11.8,5,6,5,11.6,Graduate
Lajang,Siang,116.0,119.9,Ya,Tidak,Ya,Perempuan,Tidak,20,6,6,6,12.333333333333334,6,6,6,12.333333333333334,Graduate
Lajang,Siang,138.0,123.7,Ya,Ya,Ya,Perempuan,Ya,19,5,5,4,11.0,5,5,0,0.0,Droupout
Lajang,Siang,135.0,121.8,Tidak,Tidak,Ya,Perempuan,Ya,19,11,11,11,13.181818181818182,11,11,11,12.909090909090908,Graduate
Lajang,Siang,110.0,106.1,Ya,Ya,Tidak,Perempuan,Ya,18,6,6,1,11.0,6,0,0,0.0,Droupout
Lajang,Siang,132.0,124.3,Ya,Ya,Ya,Perempuan,Ya,19,6,6,6,11.833333333333334,6,7,6,12.285714285714286,Graduate
Lajang,Siang,126.0,124.3,Ya,Tidak,Ya,Perempuan,Ya,20,8,8,8,12.98125,8,8,8,12.98125,Graduate
Lajang,Siang,117.4,117.4,Ya,Tidak,Ya,Perempuan,Tidak,21,7,10,6,11.333333333333334,5,6,5,11.2,Graduate
Lajang,Siang,120.0,112.7,Tidak,Tidak,Ya,Perempuan,Tidak,21,8,12,6,11.68,8,12,6,11.68,Graduate
Lajang,Siang,116.0,123.7,Tidak,Tidak,Ya,Perempuan,Tidak,20,6,6,6,14.5,6,7,6,13.5,Graduate
Lajang,Siang,111.0,105.8,Ya,Tidak,Ya,Perempuan,Tidak,19,7,7,7,13.142857142857142,7,8,7,12.857142857142858,Graduate
Lajang,Siang,128.0,124.2,Tidak,Tidak,Tidak,Perempuan,Tidak,21,5,8,2,11.5,5,7,2,10.5,Droupout
Lajang,Siang,123.0,122.3,Tidak,Tidak,Ya,Perempuan,Tidak,18,5,6,5,14.2,5,7,5,11.8,Graduate
Lajang,Siang,131.0,123.7,Tidak,Tidak,Ya,Perempuan,Ya,19,6,8,5,11.666666666666666,6,7,5,12.2,Graduate
Lajang,Siang,135.0,129.8,Ya,Tidak,Ya,Perempuan,Tidak,18,7,8,7,13.175,8,8,8,14.875,Graduate
Lajang,Siang,136.0,123.8,Ya,Tidak,Ya,Perempuan,Ya,19,8,8,7,13.314285714285717,8,8,7,13.314285714285717,Graduate
Lajang,Siang,132.0,126.4,Ya,Tidak,Ya,Perempuan,Ya,18,5,13,3,10.6,5,12,3,10.5,Graduate
Lajang,Siang,120.0,115.1,Tidak,Tidak,Ya,Perempuan,Ya,18,6,11,4,12.0,6,8,4,10.75,Enrolled
Lajang,Siang,144.0,138.4,Tidak,Tidak,Ya,Perempuan,Tidak,18,6,7,6,13.428571428571429,6,7,6,14.142857142857142,Graduate
Lajang,Siang,129.0,118.2,Ya,Tidak,Ya,Perempuan,Ya,18,5,7,4,13.25,5,8,5,15.571428571428571,Graduate
Lajang,Siang,136.0,121.7,Ya,Tidak,Ya,Perempuan,Tidak,18,6,6,2,13.0,6,6,0,0.0,Droupout
Lajang,Siang,125.0,118.0,Tidak,Tidak,Ya,Perempuan,Ya,18,6,6,6,14.333333333333334,6,7,6,14.0,Enrolled
Lajang,Siang,125.0,119.8,Tidak,Tidak,Ya,Perempuan,Tidak,18,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,154.0,164.9,Tidak,Tidak,Ya,Perempuan,Tidak,18,6,6,6,14.0,6,6,6,13.166666666666666,Graduate
Lajang,Siang,100.0,100.0,Ya,Tidak,Ya,Perempuan,Ya,20,2,2,2,12.0,6,11,6,12.833333333333334,Graduate
Lajang,Siang,124.0,121.6,Tidak,Tidak,Ya,Perempuan,Tidak,18,6,9,5,12.333333333333334,6,10,5,10.6,Enrolled
Lajang,Siang,126.0,120.4,Ya,Tidak,Ya,Perempuan,Tidak,18,6,8,5,11.8,6,7,5,10.4,Graduate
Lajang,Siang,124.0,117.8,Tidak,Tidak,Ya,Perempuan,Ya,20,8,8,7,12.791428571428572,8,8,7,12.791428571428572,Graduate
Bercerai,Siang,150.0,110.0,Tidak,Tidak,Ya,Perempuan,Tidak,40,8,8,8,11.625,7,12,5,11.2,Graduate
Lajang,Siang,133.0,128.8,Ya,Tidak,Ya,Perempuan,Ya,18,7,11,6,11.994444444444444,8,11,7,12.43142857142857,Graduate
Lajang,Siang,126.0,116.6,Ya,Tidak,Ya,Perempuan,Tidak,19,6,9,5,11.6,6,12,5,12.2,Graduate
Lajang,Malam,120.0,120.0,Tidak,Tidak,Ya,Perempuan,Tidak,24,5,5,0,0.0,5,6,0,0.0,Droupout
Lajang,Siang,175.0,157.5,Ya,Tidak,Ya,Perempuan,Tidak,19,6,8,6,13.166666666666666,6,7,6,13.166666666666666,Droupout
Lajang,Siang,141.0,136.3,Ya,Tidak,Ya,Perempuan,Tidak,19,8,8,7,14.1,8,8,7,14.1,Graduate
Lajang,Siang,133.0,121.5,Ya,Tidak,Ya,Perempuan,Ya,20,7,8,6,12.396666666666668,8,9,7,12.94285714285714,Graduate
Lajang,Siang,143.0,133.9,Tidak,Tidak,Ya,Perempuan,Tidak,18,7,7,7,15.014285714285714,8,8,8,16.0875,Graduate
Lajang,Siang,141.0,136.8,Ya,Tidak,Ya,Perempuan,Ya,18,0,0,0,0.0,0,0,0,0.0,Graduate
Lajang,Siang,134.0,133.5,Ya,Tidak,Ya,Perempuan,Tidak,19,7,8,7,14.05,8,8,8,15.1,Graduate
Lajang,Siang,138.0,130.0,Ya,Tidak,Ya,Perempuan,Tidak,18,7,8,7,14.85,8,8,8,15.2,Droupout
Lajang,Siang,140.0,140.0,Ya,Tidak,Ya,Perempuan,Tidak,19,6,10,6,13.0,6,19,5,13.0,Graduate
Lajang,Siang,142.0,132.7,Ya,Tidak,Ya,Perempuan,Ya,19,7,8,7,14.7875,8,8,8,15.8625,Graduate
Lajang,Siang,118.0,117.8,Tidak,Tidak,Ya,Perempuan,Ya,19,7,7,7,13.7,8,9,7,14.671428571428574,Graduate
Lajang,Siang,131.0,126.1,Ya,Tidak,Ya,Perempuan,Ya,19,7,7,7,12.495714285714286,8,9,7,12.242857142857144,Droupout
Lajang,Siang,130.0,120.0,Tidak,Tidak,Ya,Perempuan,Tidak,19,7,7,6,14.566666666666668,7,7,6,14.566666666666668,Graduate
Lajang,Siang,133.1,100.0,Ya,Ya,Tidak,Perempuan,Tidak,25,5,5,5,11.2,5,5,4,11.25,Droupout
Lajang,Siang,130.0,116.8,Tidak,Tidak,Ya,Perempuan,Tidak,20,8,8,7,12.685714285714283,8,8,7,12.685714285714283,Graduate
Lajang,Siang,130.0,128.3,Tidak,Ya,Tidak,Perempuan,Tidak,23,9,12,7,13.571428571428571,9,14,4,13.25,Droupout
Lajang,Siang,133.1,117.0,Tidak,Tidak,Ya,Perempuan,Tidak,20,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Malam,130.0,131.5,Tidak,Tidak,Ya,Perempuan,Tidak,27,6,8,5,11.0,6,7,6,11.166666666666666,Graduate
Lajang,Siang,149.0,134.8,Tidak,Tidak,Ya,Perempuan,Tidak,18,8,8,8,14.445,8,8,8,14.445,Graduate
Lajang,Siang,163.0,146.6,Ya,Ya,Ya,Perempuan,Tidak,18,6,9,5,13.6,6,10,4,11.75,Enrolled
Lajang,Malam,130.0,130.0,Ya,Ya,Tidak,Perempuan,Tidak,23,12,12,11,14.0,10,11,8,14.625,Droupout
Lajang,Siang,145.0,127.5,Ya,Tidak,Ya,Perempuan,Ya,19,7,7,6,13.416666666666666,7,7,6,13.416666666666666,Graduate
Lajang,Siang,130.0,123.0,Tidak,Tidak,Ya,Perempuan,Tidak,18,5,8,5,12.333333333333334,5,7,5,11.4,Graduate
Lajang,Siang,128.0,100.0,Ya,Tidak,Ya,Perempuan,Tidak,20,7,8,7,13.1,8,8,8,14.8125,Graduate
Lajang,Siang,111.0,114.2,Ya,Tidak,Ya,Perempuan,Tidak,18,6,9,4,13.2,6,10,5,12.8,Graduate
Lajang,Siang,140.0,123.5,Ya,Tidak,Ya,Perempuan,Ya,19,8,8,8,14.75,8,8,8,14.75,Graduate
Lajang,Siang,140.0,144.3,Ya,Tidak,Ya,Perempuan,Ya,19,6,7,6,13.142857142857142,6,6,6,14.333333333333334,Graduate
Lajang,Siang,145.0,142.2,Tidak,Tidak,Ya,Perempuan,Tidak,19,6,9,4,12.5,6,9,5,12.5,Enrolled
Lajang,Siang,151.0,161.9,Tidak,Tidak,Ya,Perempuan,Tidak,18,5,6,4,13.75,5,8,5,14.857142857142858,Graduate
Lajang,Siang,132.0,135.9,Tidak,Tidak,Ya,Perempuan,Tidak,18,6,11,5,12.4,6,7,6,13.0,Graduate
Lajang,Siang,116.0,110.1,Ya,Tidak,Ya,Perempuan,Tidak,18,6,6,6,13.333333333333334,6,6,6,12.0,Graduate
Lajang,Siang,120.0,122.5,Tidak,Tidak,Tidak,Perempuan,Tidak,28,11,11,11,11.727272727272728,8,8,8,12.0,Droupout
Lajang,Siang,158.0,138.1,Ya,Tidak,Ya,Perempuan,Tidak,19,6,8,4,12.5,6,11,1,14.0,Droupout
Lajang,Siang,116.0,117.3,Ya,Ya,Ya,Perempuan,Tidak,20,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,112.0,106.8,Ya,Tidak,Ya,Perempuan,Ya,19,7,8,6,13.533333333333331,8,9,7,13.614285714285714,Graduate
Lajang,Siang,126.0,120.1,Tidak,Tidak,Ya,Perempuan,Ya,20,6,6,6,13.166666666666666,6,6,6,12.666666666666666,Graduate
Lajang,Siang,120.0,116.5,Ya,Tidak,Ya,Perempuan,Ya,19,6,9,5,13.2,6,8,5,11.0,Graduate
Lajang,Siang,117.0,120.0,Ya,Tidak,Ya,Perempuan,Tidak,21,6,7,5,12.2,6,7,4,12.6,Enrolled
Lajang,Siang,153.0,139.7,Ya,Tidak,Ya,Perempuan,Ya,19,7,7,7,13.428571428571429,7,7,7,14.857142857142858,Graduate
Lajang,Siang,124.0,123.7,Ya,Tidak,Ya,Perempuan,Ya,18,6,8,6,12.714285714285714,6,8,6,12.625,Graduate
Lajang,Siang,127.0,116.5,Tidak,Tidak,Ya,Perempuan,Tidak,19,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,126.0,122.2,Tidak,Tidak,Ya,Perempuan,Ya,19,6,6,6,13.666666666666666,6,9,6,13.666666666666666,Graduate
Lajang,Siang,133.1,146.0,Tidak,Ya,Ya,Perempuan,Tidak,20,6,6,5,11.0,6,6,6,13.166666666666666,Graduate
Lajang,Siang,114.0,108.8,Ya,Tidak,Ya,Perempuan,Tidak,18,7,11,5,11.4,7,9,6,13.333333333333334,Enrolled
Lajang,Siang,133.0,133.0,Tidak,Tidak,Ya,Perempuan,Tidak,18,0,0,0,0.0,0,0,0,0.0,Enrolled
Lajang,Siang,130.0,123.8,Tidak,Tidak,Ya,Perempuan,Tidak,18,5,7,4,12.0,5,6,5,12.0,Graduate
Lajang,Siang,127.0,120.0,Tidak,Tidak,Ya,Perempuan,Tidak,18,6,6,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,143.0,126.9,Ya,Tidak,Ya,Perempuan,Tidak,18,6,14,5,11.0,6,6,6,11.666666666666666,Graduate
Lajang,Siang,130.0,121.3,Ya,Tidak,Ya,Perempuan,Tidak,20,6,12,5,12.0,6,8,6,11.571428571428571,Droupout
Lajang,Siang,136.0,129.0,Ya,Tidak,Ya,Perempuan,Ya,19,7,7,7,13.308571428571428,8,10,8,12.55,Graduate
Lajang,Siang,125.0,114.9,Ya,Ya,Tidak,Perempuan,Tidak,21,6,8,3,13.666666666666666,6,7,3,10.666666666666666,Droupout
Lajang,Siang,110.0,106.5,Ya,Ya,Tidak,Perempuan,Tidak,20,6,6,0,0.0,6,9,0,0.0,Droupout
Lajang,Siang,130.0,133.9,Ya,Tidak,Ya,Perempuan,Tidak,18,6,10,5,12.2,6,8,4,11.25,Graduate
Lajang,Siang,135.0,124.9,Tidak,Tidak,Ya,Perempuan,Ya,20,6,7,6,12.666666666666666,6,6,6,12.833333333333334,Graduate
Lajang,Siang,133.0,128.5,Ya,Tidak,Ya,Perempuan,Ya,19,8,8,8,14.07125,8,8,8,14.07125,Graduate
Lajang,Siang,122.0,126.2,Ya,Tidak,Ya,Perempuan,Tidak,22,5,14,4,14.25,5,9,5,13.2,Droupout
Lajang,Siang,122.0,121.7,Ya,Tidak,Tidak,Perempuan,Tidak,22,6,0,0,0.0,2,2,0,0.0,Droupout
Lajang,Siang,121.0,120.0,Ya,Tidak,Ya,Perempuan,Tidak,18,6,10,3,12.0,6,8,4,10.25,Enrolled
Lajang,Siang,123.0,113.2,Tidak,Tidak,Ya,Perempuan,Tidak,21,10,18,6,11.166666666666666,10,16,7,10.571428571428571,Enrolled
Lajang,Siang,128.0,120.3,Ya,Tidak,Ya,Perempuan,Tidak,19,6,12,2,13.0,6,8,5,11.6,Graduate
Lajang,Siang,139.0,127.8,Ya,Tidak,Ya,Perempuan,Tidak,19,0,0,0,0.0,0,0,0,0.0,Droupout
Lajang,Siang,124.0,123.3,Ya,Tidak,Ya,Perempuan,Ya,20,8,8,7,14.901428571428571,8,8,7,14.901428571428571,Droupout
Lajang,Siang,135.0,126.3,Ya,Ya,Ya,Perempuan,Ya,18,7,8,7,12.65,8,9,8,12.445555555555554,Graduate
Lajang,Malam,110.0,128.2,Tidak,Tidak,Tidak,Perempuan,Tidak,22,12,12,7,11.0,5,5,5,10.6,Droupout
Lajang,Siang,138.0,134.9,Ya,Tidak,Ya,Perempuan,Tidak,20,5,7,4,12.4,5,9,5,12.666666666666666,Graduate
Lajang,Siang,140.0,140.0,Tidak,Tidak,Ya,Perempuan,Tidak,19,6,7,6,12.0,6,7,6,12.666666666666666,Graduate
Lajang,Siang,126.0,115.5,Ya,Tidak,Ya,Perempuan,Ya,19,7,8,7,12.135714285714286,8,10,7,13.328571428571427,Graduate
Lajang,Siang,113.0,106.7,Ya,Tidak,Ya,Perempuan,Ya,20,7,10,5,12.62,7,8,6,12.5,Enrolled
Lajang,Malam,120.0,140.0,Tidak,Tidak,Ya,Perempuan,Tidak,25,5,11,3,10.666666666666666,5,11,3,11.333333333333334,Enrolled
Lajang,Siang,145.0,136.6,Tidak,Tidak,Ya,Perempuan,Ya,19,7,12,6,13.766666666666666,8,10,7,14.051428571428572,Graduate
Lajang,Siang,124.0,119.3,Ya,Tidak,Ya,Perempuan,Tidak,19,8,8,8,13.11625,8,8,8,13.11625,Graduate
Lajang,Siang,160.0,152.0,Ya,Tidak,Tidak,Perempuan,Tidak,19,5,5,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,138.0,144.3,Tidak,Tidak,Ya,Perempuan,Tidak,20,7,9,6,12.7,8,8,7,13.571428571428571,Graduate
Lajang,Siang,130.0,159.0,Ya,Tidak,Ya,Perempuan,Tidak,25,7,11,7,11.857142857142858,8,21,5,11.7,Enrolled
Lajang,Siang,127.0,129.5,Ya,Tidak,Ya,Perempuan,Ya,20,7,7,6,12.333333333333334,7,7,6,12.333333333333334,Graduate
Lajang,Siang,170.0,140.0,Ya,Tidak,Ya,Perempuan,Tidak,24,6,9,4,15.75,6,10,5,16.4,Enrolled
Lajang,Siang,111.0,105.4,Tidak,Tidak,Ya,Perempuan,Tidak,20,5,6,5,13.333333333333334,5,6,5,13.2,Graduate
Lajang,Siang,100.0,136.0,Ya,Tidak,Ya,Perempuan,Tidak,21,7,9,7,14.355555555555554,8,8,8,13.49375,Graduate
Lajang,Siang,160.0,160.0,Tidak,Ya,Ya,Perempuan,Ya,19,6,8,6,13.0,6,11,5,13.0,Graduate
Lajang,Siang,152.0,139.1,Tidak,Tidak,Ya,Perempuan,Ya,19,6,6,6,12.833333333333334,6,6,6,13.5,Graduate
Lajang,Siang,144.0,126.9,Tidak,Tidak,Ya,Perempuan,Ya,21,5,5,5,13.2,5,5,4,13.0,Graduate
Lajang,Siang,133.8,184.0,Tidak,Tidak,Ya,Perempuan,Tidak,28,7,9,7,17.005555555555556,8,9,8,16.582222222222224,Graduate
Lajang,Siang,125.0,125.0,Ya,Ya,Tidak,Perempuan,Ya,19,6,8,5,10.6,6,8,5,11.0,Graduate
Lajang,Siang,150.0,138.5,Tidak,Tidak,Ya,Perempuan,Ya,18,5,5,5,14.0,5,6,5,13.6,Graduate
Menikah,Siang,143.0,133.5,Ya,Tidak,Ya,Perempuan,Ya,18,8,8,7,12.114285714285714,8,8,7,12.114285714285714,Graduate
Lajang,Siang,145.0,141.5,Ya,Tidak,Ya,Perempuan,Ya,18,8,8,8,13.05875,8,8,8,13.05875,Graduate
Lajang,Siang,120.0,130.0,Ya,Tidak,Ya,Perempuan,Tidak,22,8,8,7,13.285714285714286,8,8,7,13.285714285714286,Graduate
Lajang,Siang,138.0,131.0,Ya,Tidak,Ya,Perempuan,Tidak,19,5,9,4,11.0,5,8,3,10.666666666666666,Enrolled
Lajang,Siang,145.0,145.0,Tidak,Tidak,Ya,Perempuan,Ya,18,7,7,7,14.071428571428571,8,8,8,15.1625,Graduate
Lajang,Siang,122.0,114.3,Tidak,Tidak,Tidak,Perempuan,Tidak,20,6,0,0,0.0,6,0,0,0.0,Droupout
Lajang,Siang,110.0,108.3,Tidak,Tidak,Tidak,Perempuan,Tidak,26,9,9,4,11.25,10,12,3,11.0,Droupout
Lajang,Siang,136.0,125.2,Ya,Tidak,Ya,Perempuan,Ya,18,6,6,6,14.0,6,8,6,13.625,Graduate
Lajang,Siang,145.0,131.7,Ya,Tidak,Ya,Perempuan,Ya,21,6,8,6,12.166666666666666,6,11,3,11.666666666666666,Droupout
Lajang,Siang,141.0,126.3,Ya,Tidak,Ya,Perempuan,Tidak,18,8,8,7,13.297142857142855,8,8,7,13.297142857142855,Graduate
Lajang,Siang,149.0,147.6,Ya,Tidak,Ya,Perempuan,Tidak,20,6,14,6,13.923076923076923,6,9,6,14.25,Graduate
Lajang,Siang,130.0,125.1,Ya,Tidak,Ya,Perempuan,Tidak,18,7,11,7,13.37,8,13,7,12.833333333333334,Graduate
Lajang,Siang,121.0,123.8,Tidak,Tidak,Ya,Perempuan,Ya,19,5,5,5,12.4,5,8,3,11.0,Enrolled
Lajang,Siang,128.0,130.8,Ya,Tidak,Ya,Perempuan,Tidak,20,5,5,4,15.0,5,5,4,13.75,Droupout
Lajang,Siang,152.0,154.1,Tidak,Ya,Ya,Perempuan,Ya,18,6,6,6,13.333333333333334,6,7,6,12.571428571428571,Graduate
Lajang,Siang,132.0,122.6,Ya,Tidak,Ya,Perempuan,Ya,20,5,8,3,12.0,5,9,4,12.625,Enrolled
Lajang,Malam,107.0,103.5,Ya,Tidak,Ya,Perempuan,Tidak,22,6,7,5,13.4,6,9,5,12.2,Graduate
Lajang,Siang,131.0,132.8,Ya,Tidak,Ya,Perempuan,Tidak,18,0,0,0,0.0,0,0,0,0.0,Enrolled
Lajang,Malam,141.0,100.0,Tidak,Tidak,Ya,Perempuan,Tidak,21,5,9,4,11.5,5,5,5,11.4,Graduate
Lajang,Siang,120.0,115.8,Tidak,Tidak,Ya,Perempuan,Tidak,18,7,12,6,12.0,7,11,6,12.166666666666666,Enrolled
Lajang,Siang,148.0,133.8,Tidak,Tidak,Ya,Perempuan,Tidak,18,8,8,7,13.485714285714284,8,8,7,13.485714285714284,Graduate
